,Mean,Median,Max,Min,Std Dev,Skewness,Kurtosis,Jarque-Bera,Probability,Nobs,Sharpe Ratio
ECO,-0.05260870321077756,0.31671938577657727,25.620278375459822,-34.325004254781874,5.2598056645432205,-0.7660489523175544,7.821753122304678,1224.0786690131938,1.57e-266,1148,-0.11875046058388884
PSE,0.2428805966574292,0.5365696697629904,10.498121522112806,-16.224465306011577,2.5923714082017213,-1.0006499467141599,6.894243305197092,916.4803847821055,9.75e-200,1148,0.5810121551410394
SP500,0.16997791906113036,0.3984456850207248,10.717307251876868,-16.45079823249219,2.264474517072954,-1.220870102521292,9.967127306401201,2606.3131186849937,0,1148,0.4329881422947161
OIL,0.05195929987582455,0.417704072763612,46.55948170761429,-48.1838031813221,5.7002213634879,-0.36806540745280913,14.775378535076166,6658.400600183418,0,1148,0.02270898624852346
