Date,ECO,OIL,SP500,PSE,RATE,LECO,LRATE,LPSE,LOIL,LSP500,LOTECH
2018-02-07,49.1,61.790000915527344,2681.659912109375,2919.14990234375,1.53,3.893859034800475,0.4252677354043441,7.9790477235416235,4.123741553889644,7.894191251964416,0.07417996235642033
2018-02-14,50.83,60.599998474121094,2698.6298828125,2945.010009765625,1.56,3.928486731458811,0.44468582126144574,7.987867494981651,4.1042948678957485,7.900499472385499,0.07443052497877556
2018-02-21,52.4,61.68000030517578,2701.330078125,2971.510009765625,1.62,3.9589065913269965,0.4824261492442928,7.996825523391189,4.121959734202801,7.901499552222048,0.08203002556561856
2018-02-28,50.91,61.63999938964844,2713.830078125,3002.639892578125,1.63,3.9300593679142444,0.4885800148186709,8.007247144901445,4.12131100055004,7.9061162290482505,0.08618026384468358
2018-03-07,51.81,61.150001525878906,2726.800048828125,3064.340087890625,1.65,3.947583180826697,0.5007752879124892,8.027587519443392,4.11332988708623,7.910884057395379,0.10004392800142803
2018-03-14,52.99,60.959999084472656,2749.47998046875,3090.47998046875,1.73,3.9701032165046706,0.5481214085096876,8.036081691313827,4.110217896359898,7.91916707476797,0.09728628862111499
2018-03-21,53.94,65.16999816894531,2711.929931640625,3072.64990234375,1.71,3.987872317711584,0.5364933705145685,8.030295628645112,4.1769992122477,7.905415812310822,0.11018020725237143
2018-03-28,50.99,64.37999725341797,2605.0,2913.679931640625,1.7,3.9316295350670645,0.5306282510621704,7.977172142575837,4.164802983208623,7.865187954187467,0.11170302291894174
2018-04-04,52.29,63.369998931884766,2644.68994140625,2959.39990234375,1.68,3.956805148200039,0.5187937934151675,7.9927417910697685,4.148990546480206,7.880309113000003,0.10673179636723695
2018-04-11,52.59,66.81999969482422,2642.18994140625,2975.030029296875,1.7,3.962525987601253,0.5306282510621704,7.99800941181009,4.202002432361478,7.879363375536035,0.11328412519866227
2018-04-18,53.94,68.47000122070312,2708.639892578125,3064.5400390625,1.78,3.987872317711584,0.5766133643039938,8.027652768287489,4.226395710961263,7.904201903229968,0.10918634450503184
2018-04-25,51.67,68.05000305175781,2639.39990234375,2941.550048828125,1.82,3.9448773422990935,0.598836501088704,7.986691948889704,4.220242773943291,7.878306860583316,0.103401852655991
2018-05-02,51.72,67.93000030517578,2635.669921875,2956.0400390625,1.81,3.945844553903657,0.5933268452777344,7.991605826990737,4.218477767695714,7.8768926684627605,0.11023679672815767
2018-05-09,53.8,71.13999938964844,2697.7900390625,3081.070068359375,1.85,3.9852734671677386,0.6151856390902335,8.033032240421607,4.264649757940726,7.9001882127841565,0.12001809149066034
2018-05-16,55.98,71.48999786376953,2722.4599609375,3093.739990234375,1.88,4.0249944840873075,0.6312717768418578,8.037135990831969,4.269557549897232,7.909291147972616,0.11175623840642146
